# FRED pull 2026-06-24 (1960-01-01..2019-12-31)
DATE,x,pi,i
1960-04-01,-0.5662300877281368,0.37801670484256533,0.9241666666666667
1960-07-01,-1.081782071114823,0.3912097959126726,0.7341666666666667
1960-10-01,-3.347221584109583,0.32727112435422256,0.5741666666666667
1961-01-01,-3.640264964188056,0.1705065704611819,0.5008333333333334
1961-04-01,-2.8767683166595504,0.3277195333321714,0.43333333333333335
1961-07-01,-1.9125976110435872,0.43392083953768257,0.42083333333333334
1961-10-01,-0.9007282572229158,0.23888476938105363,0.6
1962-01-01,-0.08724412416398764,0.36955715781852305,0.6141666666666666
1962-04-01,-0.17412079189895735,0.3845293237030756,0.6516666666666667
1962-07-01,0.023103799605550535,0.3281330964914453,0.7116666666666666
1962-10-01,-0.6981438758636216,0.18702233455840656,0.7308333333333333
1963-01-01,-0.6719997332334415,0.33049837968675,0.7416666666666667
1963-04-01,-0.6252072168685174,0.37782020719290266,0.7408333333333333
1963-07-01,0.47675229592023527,0.3844339372859995,0.8325
1963-10-01,0.05157119406273836,0.4809724897671064,0.8633333333333333
1964-01-01,1.0714341405549277,0.42294327386138697,0.8658333333333333
1964-04-01,1.0755941569591698,0.29619049394185026,0.8725
1964-07-01,1.5454951268823791,0.27750265578263544,0.8641666666666667
1964-10-01,0.7807720421681097,0.2550189680876169,0.8941666666666667
1965-01-01,2.081546884459584,0.3763959158086916,0.9941666666666666
1965-04-01,2.280115956421902,0.3102969947843093,1.0199999999999998
1965-07-01,3.398232673778878,0.3093371301977399,1.0191666666666668
1965-10-01,4.601362860347358,0.3317658826535119,1.0416666666666667
1966-01-01,5.926629859139609,0.49947144425663836,1.14
1966-04-01,5.185244174768933,0.8109248384807088,1.2283333333333333
1966-07-01,4.935564097490186,0.8215682731476548,1.3525
1966-10-01,4.667817822899778,0.8602652823557211,1.3908333333333334
1967-01-01,4.4480768485131605,0.5487421959264438,1.2058333333333333
1967-04-01,3.4027281981801494,0.6672439194847168,0.9974999999999999
1967-07-01,3.2359288310253476,0.9037718420267016,0.9733333333333333
1967-10-01,2.8686364812323006,1.0038673006417032,1.0433333333333332
1968-01-01,3.776782497568121,1.1335179864035538,1.1975
1968-04-01,4.33838795324295,1.1566446102352579,1.4958333333333333
1968-07-01,4.00531291892765,1.1115381903417099,1.4866666666666666
1968-10-01,3.29279678573009,1.1571206696356917,1.4791666666666667
1969-01-01,3.7767984241092734,1.0867400578343123,1.6416666666666666
1969-04-01,3.052738537360433,1.1898035412412522,2.0816666666666666
1969-07-01,2.731001069297534,1.1470513784598513,2.245833333333333
1969-10-01,1.2971457638814243,1.1674986255504116,2.235
1970-01-01,0.23628643637447766,1.0829079567653999,2.143333333333333
1970-04-01,-0.4944285393371217,1.1253080053928333,1.9716666666666667
1970-07-01,-0.41743783227445874,1.1063139550196777,1.6766666666666667
1970-10-01,-2.3051725988160854,1.3946241462368558,1.3916666666666666
1971-01-01,-0.4232162211213364,1.2589153279863208,0.9641666666666667
1971-04-01,-0.6804464693418666,1.1342750467627116,1.1416666666666666
1971-07-01,-0.6553760587133084,0.938071365075599,1.3691666666666666
1971-10-01,-1.2143937588909637,0.5693899843516537,1.1875
1972-01-01,-0.19070525965450003,0.9545044558902482,0.8866666666666667
1972-04-01,1.2520757599872923,0.6740968803669922,1.075
1972-07-01,1.3825743251185685,0.749033372979957,1.1858333333333333
1972-10-01,2.2211494030711876,0.6258936400071136,1.2866666666666666
1973-01-01,3.833863012687466,0.6944884564372256,1.6341666666666665
1973-04-01,4.057723603249563,1.3527911659301672,1.9541666666666666
1973-07-01,2.6682383786697628,1.3203377384310766,2.64
1973-10-01,2.7390305970225626,1.3826851203127877,2.4991666666666665
1974-01-01,0.9958424048175374,1.7022466489061472,2.330833333333333
1974-04-01,0.3510148183787365,2.454618549632981,2.8125
1974-07-01,-1.4631214867398157,2.8178444783797385,3.0224999999999995
1974-10-01,-2.699530240667336,2.414075010514649,2.3366666666666664
1975-01-01,-4.744568912553149,1.9345488951388212,1.5758333333333334
1975-04-01,-4.830155734568287,1.512644458541601,1.3549999999999998
1975-07-01,-3.915973521089633,1.4888735544935194,1.54
1975-10-01,-3.3526972632394347,1.6160685659341478,1.3533333333333335
1976-01-01,-1.8908865309869682,1.5081067144869564,1.2066666666666668
1976-04-01,-1.9263503852002373,1.1926779512520191,1.2991666666666666
1976-07-01,-2.161952618020635,1.5541173330595903,1.3208333333333333
1976-10-01,-2.2276406917910663,1.5531856003646372,1.2183333333333335
1977-01-01,-1.8547849850559572,1.6688485284864552,1.165
1977-04-01,-0.7504329877475513,1.5164814550674421,1.2891666666666666
1977-07-01,0.21219677313570884,1.6496101971127608,1.455
1977-10-01,-0.6256567633410981,1.4427457696704504,1.6283333333333332
1978-01-01,-1.1601197561025955,1.548025121415586,1.6891666666666667
1978-04-01,1.7683981101267676,1.7104997985760928,1.8208333333333335
1978-07-01,1.889555037228341,1.701134582653685,2.025
1978-10-01,2.3351369976351677,1.77905703118717,2.3958333333333335
1979-01-01,1.6072362688621666,1.3568783277719376,2.518333333333333
1979-04-01,0.8472596403361621,2.174871132059142,2.545
1979-07-01,0.7769530496211985,1.8286114171891743,2.736666666666667
1979-10-01,0.2808017296159093,2.0643344907080863,3.3941666666666666
1980-01-01,-0.0705248084566179,2.416961036398302,3.7616666666666667
1980-04-01,-2.7377813809843943,2.2124338788620967,3.171666666666667
1980-07-01,-3.354690910456526,2.201949642928902,2.4591666666666665
1980-10-01,-2.0245791870411978,2.4070008740885385,3.9633333333333334
1981-01-01,-0.6556027830418643,2.194383554736712,4.142499999999999
1981-04-01,-2.0092471144396384,1.8720897616247623,4.445
1981-07-01,-1.4615463074473922,1.8248784783553518,4.394166666666666
1981-10-01,-3.23419109966796,1.7630759861245515,3.3966666666666665
1982-01-01,-5.501970680311707,1.4530860905938692,3.5566666666666666
1982-04-01,-5.762293360384696,1.3435939644575345,3.6283333333333334
1982-07-01,-6.87117661464125,1.5903459661847474,2.7516666666666665
1982-10-01,-7.569733173088622,1.3829824748618602,2.3216666666666668
1983-01-01,-6.991258890712793,1.3047784134375462,2.1633333333333336
1983-04-01,-5.480973879840256,0.7621198020151265,2.2008333333333336
1983-07-01,-4.255749583323087,1.5084657468807716,2.3649999999999998
1983-10-01,-2.9707087256351628,0.7969647804850322,2.3575
1984-01-01,-1.8407782740879952,1.0047706440453386,2.421666666666667
1984-04-01,-0.9581348293838943,1.163901814155066,2.6391666666666667
1984-07-01,-0.8433004580679082,0.9344180505952426,2.8475
1984-10-01,-0.8812023369785038,0.7091522330653355,2.316666666666667
1985-01-01,-0.7739965040617136,1.3548151597007063,2.1191666666666666
